Trainset # :,SF-LA,LA-SF,SF-LA,LA-SF,Trainset # :,LA-SF,SF-LA,LA-SF,SF-LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3,10.0,14.0,18.15,,6.0,10.45,14.45,19.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,8.49,12.49,16.49,21.04,20.0,9.19,13.34,17.34,21.49,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666,14.816666666666666
,9.49,13.49,17.49,22.04,,10.19,14.34,18.34,22.49,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666,-14.816666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.0,10.45,14.45,19.0,,6.15,10.15,15.0,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,9.19,13.34,17.34,21.49,21.0,9.04,13.34,18.19,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.19,14.34,18.34,22.49,,10.04,14.34,19.19,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.15,10.15,15.0,19.45,,6.15,11.0,15.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,9.04,13.34,18.19,22.34,22.0,9.34,14.19,18.19,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
