Distances (miles): ,,,,,,,,,,Distance/km,,
SD,14611.872146118722,31890.410958904107,-,3838.6605783866057,31634.703196347033,0.0,,,,,,
,,,,,,,,,,,,
Cost Category,Average Cost ,Average Cost ,Marginal Cost ,Average Cost ,,,,,,,,
,Air System,High Speed Rail,Highways,Highways,,,,,,,,
"Carrier: Capital Cost (Trains, Planes)",0.006,0.009,0.0,0.0,,,,,,,,
Carrier: Operating Cost,0.017,0.047,0.0,0.0,,,,,,,,
External: Accidents,0.00018,0.0,0.017,0.015,,,,,,,,
External: Congestion,0.00011,0.0,0.021,0.02,,,,,,,,
External: Noise,0.00084,0.02,0.0037,0.0025,,,,,,,,
External: Pollution,9e-05,0.0,0.0031,0.0031,,,,,,,,
Infrastructure: Construction and Maintenance,0.0046,0.12,0.012,0.012,,,,,,,,
Infrastructure: Airways System,0.0013,0.0,0.0,0.0,,,,,,,,
User:  Fixed + Variable,0.0,0.0,0.033,0.086,,,,,,,,
User: Time,0.01,0.033,0.061,0.061,,,,,,,,
Total,0.040119999999999996,0.229,0.1508,0.1996,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"CAR DIVERTED, ",,HOURLY PASSENGER-KILOMETERS,ANNUAL PASSENGER KM,,HSR,,,,,,,
SFO,SAC,18706.84931506849,163871999.99999997,,168048.0,,,,,,,
FRESNO,SAC,6082.191780821918,53280000.0,,60240.0,,,,,,,
LAX,SAC,46977.16894977169,411519999.99999994,,885120.0,,,,,,,
SD,SAC,21917.80821917808,192000000.0,,241600.0,,,,,,,
FRESNO,SFO,7579.908675799087,66400000.00000001,,115920.0,,,,,,,
LAX,SFO,61735.1598173516,540800000.0,,1621200.0,,,,,,,
SD,SFO,31890.410958904107,279360000.0,,481680.0,,,,,,,
LAX,FRESNO,26453.57686453577,231733333.33333334,,480800.0,,,,,,,
SD,FRESNO,3838.6605783866057,33626666.666666664,,70200.0,,,,,,,
SD,LAX,31634.703196347033,277120000.0,,478560.0,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
FULL TOTAL COST OF DIVERTED TRIPS (PKT) (eval at AC),,,,,,,,,,,,
,,SFO,FRESNO,LAX,SD,FRESNO,LAX,SD,LAX,SD,SD,TOTAL
,,SAC,SAC,SAC,SAC,SFO,SFO,SFO,FRESNO,FRESNO,LAX,
,AC             PKT,163871999.99999997,53280000.0,411519999.99999994,192000000.0,66400000.00000001,540800000.0,279360000.0,231733333.33333334,33626666.666666664,277120000.0,
External: Accidents,0.015,2458079.9999999995,799200.0,6172799.999999999,2880000.0,996000.0000000001,8112000.0,4190400.0,3476000.0,504399.99999999994,4156800.0,
External: Congestion,0.02,3277439.9999999995,1065600.0,8230399.999999999,3840000.0,1328000.0000000002,10816000.0,5587200.0,4634666.666666667,672533.3333333333,5542400.0,
External: Noise,0.0025,409679.99999999994,133200.0,1028799.9999999999,480000.0,166000.00000000003,1352000.0,698400.0,579333.3333333334,84066.66666666666,692800.0,
External: Pollution,0.0031,508003.1999999999,165168.0,1275711.9999999998,595200.0,205840.00000000003,1676480.0,866016.0,718373.3333333334,104242.66666666666,859072.0,
Infrastructure: Construction and Maintenance,0.012,1966463.9999999998,639360.0,4938239.999999999,2304000.0,796800.0000000001,6489600.0,3352320.0,2780800.0,403520.0,3325440.0,
User:  Fixed + Variable,0.086,14092991.999999996,4582080.0,35390719.99999999,16511999.999999998,5710400.0,46508800.0,24024959.999999996,19929066.666666664,2891893.333333333,23832319.999999996,
User: Time,0.061,9996191.999999998,3250080.0,25102719.999999996,11712000.0,4050400.0000000005,32988800.0,17040960.0,14135733.333333334,2051226.6666666665,16904320.0,
Total,0.1996,32708851.199999996,10634688.0,82139391.99999999,38323200.0,13253440.000000002,107943680.0,55760256.0,46253973.333333336,6711882.666666666,55313152.0,449042515.2
"Government and Social Cost (excl. Cong, User)",0.0326,5342227.199999998,1736927.9999999998,13415551.999999996,6259199.999999999,2164640.0,17630080.0,9107136.0,7554506.666666666,1096229.3333333333,9034112.0,73340611.19999999
"True Social Cost (excl, Cong, User, Infr.)",0.020599999999999997,3375763.199999999,1097567.9999999998,8477311.999999998,3955199.9999999995,1367840.0,11140479.999999998,5754815.999999999,4773706.666666666,692709.3333333331,5708671.999999999,46344067.199999996
,,,,,,,,,,,,
FULL MARGINAL TOTAL COST OF DIVERTED TRIPS (PKT) ,,,,,,,,,,,,
,,SFO,FRESNO,LAX,SD,FRESNO,LAX,SD,LAX,SD,SD,
,,SAC,SAC,SAC,SAC,SFO,SFO,SFO,FRESNO,FRESNO,LAX,TOTAL
,MC             PKT,163871999.99999997,53280000.0,411519999.99999994,192000000.0,66400000.00000001,540800000.0,279360000.0,231733333.33333334,33626666.666666664,277120000.0,
External: Accidents,0.017,2785823.9999999995,905760.0000000001,6995839.999999999,3264000.0000000005,1128800.0000000002,9193600.0,4749120.0,3939466.666666667,571653.3333333334,4711040.0,
External: Congestion,0.021,3441311.9999999995,1118880.0,8641920.0,4032000.0000000005,1394400.0000000002,11356800.0,5866560.0,4866400.000000001,706160.0,5819520.0,
External: Noise,0.0037,606326.3999999999,197136.0,1522623.9999999998,710400.0,245680.00000000003,2000960.0,1033632.0,857413.3333333334,124418.66666666666,1025344.0,
External: Pollution,0.0031,508003.1999999999,165168.0,1275711.9999999998,595200.0,205840.00000000003,1676480.0,866016.0,718373.3333333334,104242.66666666666,859072.0,
Infrastructure: Construction and Maintenance,0.012,1966463.9999999998,639360.0,4938239.999999999,2304000.0,796800.0000000001,6489600.0,3352320.0,2780800.0,403520.0,3325440.0,
User:  Fixed + Variable,0.033,5407775.999999999,1758240.0,13580159.999999998,6336000.0,2191200.0000000005,17846400.0,9218880.0,7647200.000000001,1109680.0,9144960.0,
User: Time,0.061,9996191.999999998,3250080.0,25102719.999999996,11712000.0,4050400.0000000005,32988800.0,17040960.0,14135733.333333334,2051226.6666666665,16904320.0,
Total,0.1508,24711897.599999994,8034623.999999999,62057215.999999985,28953599.999999996,10013120.0,81552640.0,42127488.0,34945386.666666664,5070901.333333333,41789696.0,339256569.59999996
"Government and Social Cost (excl. Cong, User)",0.0358,5866617.599999999,1907424.0,14732415.999999998,6873600.0,2377120.0,19360640.0,10001088.0,8296053.333333333,1203834.6666666665,9920896.0,80539689.6
"True Social Cost (excl, Cong, User, Infr.)",0.0238,3900153.5999999996,1268064.0,9794176.0,4569600.0,1580320.0000000002,12871040.0,6648768.000000001,5515253.333333334,800314.6666666666,6595456.000000001,53543145.6
,,,,,,,,,,,,
RAIL COSTS,,SFO,FRESNO,LAX,SD,FRESNO,LAX,SD,LAX,SD,SD,
Cost Category,High Speed Rail,SAC,SAC,SAC,SAC,SFO,SFO,SFO,FRESNO,FRESNO,LAX,TOTAL
Average Cost,"""PKT:",168048.0,60240.0,885120.0,241600.0,115920.0,1621200.0,481680.0,480800.0,70200.0,478560.0,4603368.0
,Distance,144.0,240.0,640.0,800.0,240.0,600.0,720.0,400.0,520.0,160.0,
"Carrier: Capital Cost (Trains, Planes)",0.009,1512431.9999999998,542160.0,7966079.999999999,2174399.9999999995,1043280.0,14590800.0,4335120.0,4327200.0,631800.0,4307040.0,41430312.0
Carrier: Operating Cost,0.047,7898256.0,2831280.0,41600640.0,11355200.0,5448240.0,76196400.0,22638960.0,22597600.0,3299400.0,22492320.0,216358296.0
External: Accidents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
External: Congestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
External: Noise,0.02,3360960.0,1204800.0,17702400.0,4832000.0,2318400.0,32424000.0,9633600.0,9616000.0,1404000.0,9571200.0,92067360.0
External: Pollution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infrastructure: Construction and Maintenance,0.1564072218427899,26283920.81623716,9421971.043809665,138439160.19749022,37787984.79721804,18130725.15601621,253567388.051531,75338230.61723503,75200592.26201339,10979786.97336385,74850240.08508554,720000000.0000001
User: Time,0.033,5545584.0,1987920.0,29208960.000000004,7972800.0,3825360.0,53499600.00000001,15895440.0,15866400.000000002,2316600.0,15792480.000000002,151911144.0
Total,0.26540722184278986,44601152.81623715,15988131.04380966,234917240.1974902,64122384.79721803,30766005.156016205,430278188.0515309,127841350.61723502,127607792.26201336,18631586.97336385,127013280.08508551,1221767112.0
Government and Social Cost (excl. User Time),0.23240722184278986,39055568.81623715,14000211.04380966,205708280.19749016,56149584.797218025,26940645.1560162,376778588.05153096,111945910.61723502,111741392.26201336,16314986.973363848,111220800.08508551,1069855967.9999999
Cost per PKT,,0.26540722184278986,0.26540722184278986,0.26540722184278986,0.26540722184278986,0.2654072218427899,0.26540722184278986,0.26540722184278986,0.26540722184278986,0.26540722184278986,0.26540722184278986,0.26540722184278986
Cost per Trip,,38.218639945361744,63.697733242269564,169.8606219793855,212.3257774742319,63.69773324226958,159.24433310567392,191.0931997268087,106.16288873711595,138.01175535825072,42.46515549484638,
