Table 3.x Noise Costs Generated by Air Travel,
,
Country,Average Cost/pkt
Canada,0.003869
Germany,0.004940000000000001
Italy,0.00793
Holland,0.009880000000000002
Sweden,0.00143
Switzerland,0.00169
France,0.0029900000000000005
United Kingdom,0.0018200000000000002
,
Average,0.004318625000000001
,
"source: Quinet 1990, IBI 1995",
"note: all values converted to $US, 1995",
