Bakersfield,|,20.11,|,20.56,21.41,22.11,,,,,,
Fresno,|,20.53,|,21.38,22.23,22.53,,,,,,
San Jose,|,21.49,|,22.34,23.19,23.49,,,,,,
San Francisco,21.49,22.34,22.34,23.19,24.04,24.34,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Exp,Exp,NS,Exp,NS,NS,NS,Exp,NS,NS,Exp,NS
San Francisco,5.3,6.0,6.15,6.15,6.3,6.45,7.0,7.0,7.3,7.45,7.45,8.15
San Jose,6.05,6.35,|,6.5,|,|,|,7.35,|,|,8.2,|
Fresno,7.01,7.31,|,7.46,|,|,|,8.31,|,|,9.16,|
Bakersfield,7.43,8.13,|,8.28,|,|,|,9.13,|,|,9.58,|
Los Angeles,8.49,9.19,9.04,9.34,9.19,9.34,9.49,10.19,10.19,10.34,11.04,11.04
,,,,,,,,,,,,
,,,,,,,,,,,,
,NS,Exp,NS,NS,Exp,NS,NS,Exp,NS,Exp,Exp,NS
San Francisco,8.3,8.3,9.0,9.15,9.15,9.3,10.0,10.15,10.45,11.0,11.15,11.45
San Jose,|,9.05,|,|,9.5,|,|,10.5,|,11.35,11.5,|
Fresno,|,10.01,|,|,10.46,|,|,11.46,|,12.31,12.46,|
Bakersfield,|,10.43,|,|,11.28,|,|,12.28,|,13.13,13.28,|
Los Angeles,11.19,11.49,11.49,12.04,12.34,12.19,12.49,13.34,13.34,14.19,14.34,14.34
,,,,,,,,,,,,
,,,,,,,,,,,,
,Exp,NS,Exp,NS,Exp,NS,Exp,NS,NS,Exp,NS,NS
San Francisco,12.0,12.3,12.45,13.15,13.3,14.0,14.15,14.3,14.45,15.0,15.15,15.3
San Jose,12.35,|,13.2,|,14.05,|,14.5,|,|,15.35,|,|
Fresno,13.31,|,14.16,|,15.01,|,15.46,|,|,16.31,|,|
Bakersfield,14.13,|,14.58,|,15.43,|,16.28,|,|,17.13,|,|
Los Angeles,15.19,15.19,16.04,16.04,16.49,16.49,17.34,17.19,17.34,18.19,18.04,18.19
,,,,,,,,,,,,
,,,,,,,,,,,,
,Exp,NS,NS,Exp,NS,Exp,NS,Exp,NS,Exp,NS,Exp
San Francisco,15.45,16.0,16.15,16.3,16.45,17.0,17.3,17.45,18.15,18.3,19.0,19.15
San Jose,16.2,|,|,17.05,|,17.35,|,18.2,|,19.05,|,19.5
Fresno,17.16,|,|,18.01,|,18.31,|,19.16,|,20.01,|,20.46
Bakersfield,17.58,|,|,18.43,|,19.13,|,19.58,|,20.43,|,21.28
Los Angeles,19.04,18.49,19.04,19.49,19.34,20.19,20.19,21.04,21.04,21.49,21.49,22.34
,,,,,,,,,,,,
,,,,,,,,,,,,
,NS,Exp,Exp,Exp,Exp,Exp,,,,,,
San Francisco,19.45,20.0,20.15,20.3,20.45,21.0,,,,,,
San Jose,|,20.35,20.5,21.05,21.2,21.35,,,,,,
Fresno,|,21.31,21.46,22.01,22.16,22.31,,,,,,
Bakersfield,|,22.13,22.28,22.43,22.58,23.13,,,,,,
Los Angeles,22.34,23.19,23.34,23.49,24.04,24.19,,,,,,
